"ID_NAME","CONSUMPTION_SEGMENT_CODE","2021-02-01","2021-03-01","2021-04-01","2021-05-01","2021-06-01","2021-07-01","2021-08-01","2021-09-01","2021-10-01","2021-11-01","2021-12-01","2022-01-01","2022-02-01","2022-03-01","2022-04-01","2022-05-01","2022-06-01","2022-07-01","2022-08-01","2022-09-01","2022-10-01","2022-11-01","2022-12-01","2023-01-01","2023-02-01","2023-03-01","2023-04-01","2023-05-01","2023-06-01","2023-07-01","2023-08-01","2023-09-01","2023-10-01","2023-11-01","2023-12-01","2024-01-01","2024-02-01","2024-03-01","2024-04-01","2024-05-01","2024-06-01","2024-07-01","2024-08-01","2024-09-01","2024-10-01","2024-11-01","2024-12-01","2025-01-01","2025-02-01","2025-03-01","2025-04-01","2025-05-01","2025-06-01","2025-07-01","2025-08-01","2025-09-01","2025-10-01","2025-11-01","2025-12-01","2026-01-01","2026-02-01","2026-03-01","2026-04-01","2026-05-01","2026-06-01"
"Men's trainers - branded sportswear","510516",-2.833,3.415,0.526,2.033,-0.232,3.19,-0.188,-0.313,-2.423,-0.843,0.799,3.957,0.654,-1.406,7.925,-0.813,1.158,-0.022,2.051,-3.686,-0.174,-1.117,1.134,-0.36,3.452,-1.53,1.986,-1.623,1.835,2.814,0.561,3.207,-2.503,-2.359,-0.694,0.418,-0.672,-0.579,1.461,-0.468,0.617,-0.784,0.614,-1.032,1.58,-0.621,0.01,-4.4,0.575,1.336,-0.04,-1.559,-1.156,0.918,-2.414,-0.347,0.518,-0.988,0.191,-1.19,-1.958,-0.049,2.334,0.3,-1.45
"Women's trainers - branded sportswear","510517",-3.663,-0.12,1.14,7.04,0.452,-0.368,1.257,4.719,-0.151,0.351,0.009,-1.94,-1.811,1.695,-0.557,-0.828,1.79,0.79,3.829,0.045,1.028,-0.558,-2.631,0.691,-1.034,4.819,-3.152,-0.271,1.929,0.618,0.497,0.585,-0.065,0.641,-2.75,0.292,0.356,-0.811,1.29,-0.666,0.4,0.859,0.901,2.128,-1.587,0.824,-1.037,0.051,0.718,0.495,-0.275,-3.2,1.211,3.431,-1.089,1.328,-2.476,0.085,-0.668,-2.93,-0.864,-0.077,0.015,1.4,-2.862
"Children's sports trainers","510528",-3.106,-0.249,3.876,5.11,-1.567,-1.002,0.513,1.262,-0.586,-1.296,11.483,-10.454,-1.029,-0.397,11.753,0.307,0.187,-1.963,2.614,6.927,-0.974,-8.626,10.135,9.768,0.36,0.507,1.43,-1.376,-0.724,1.675,1.641,-2.464,3.247,-2.071,-3.947,4.303,1.516,0.353,2.809,-0.285,-4.884,7.603,-7.732,8.631,0.254,-0.895,0.119,-2.213,0.541,0.068,0.706,-0.673,-1.047,1.065,-0.297,0.224,1.128,-1.05,-0.92,-1.188,-0.285,0.783,-0.593,0.159,0.057
"Women's boots","510529",-5.91,-0.328,3.241,-1.598,1.61,-3.331,4.893,4.042,0.178,2.444,1.382,-3.298,-9.746,-0.024,1.516,3.94,1.688,1.708,3.673,2.772,1.845,-2.147,-2.874,-2.042,-2.066,0.468,11.431,2.961,1.894,-0.872,1.692,1.903,-0.909,-1.292,-2.131,-4.406,-4.228,-3.755,1.623,1.464,5.813,3.022,0.73,0.576,2.436,-1.225,-2.965,-7.276,-2.659,2.143,-11.331,6.95,-0.16,-3.002,8.236,1.539,0.694,-2.051,-1.42,-3.084,-6.211,3.052,0.85,0.82,0.694
"Women's shoes - flats","510530",-0.96,6.32,1.794,3.946,0.459,-2.764,-0.779,1.699,0.355,0.181,-1.117,-2.628,1.719,0.825,0.844,0.934,-3.143,-1.694,1.226,4.005,0.258,1.288,-3.294,-0.24,1.974,-1.104,-0.197,-0.449,3.066,-0.033,0.011,1.364,-0.128,-0.185,-0.719,-4.492,1.782,2.628,0.748,-0.929,-2.229,-2.402,3.621,0.893,1.604,-1.744,-1.737,1.064,0.614,-0.406,-1.215,1.385,-1.901,-1.727,-1.21,3.246,0.877,-1.764,-0.725,0.279,1.012,-0.027,-0.481,1.736,-1.314
"Women's shoes - high heels","510533",-2.086,5.493,-0.204,2.838,0.561,-2.833,-1.791,2.869,7.073,8.637,-2.806,-1.668,3.029,1.465,1.023,0.911,-3.982,-0.623,2.638,1.476,1.568,-1.383,-5.601,-1.514,3.96,2.528,-2.158,2.038,1.82,-1.245,0.626,2.341,-1.063,1.41,-2.023,-3.195,-0.069,3.699,1.472,-0.59,-4.007,-1.864,0.291,3.619,-0.15,1.481,-5.467,-0.969,4.767,1.633,-3.014,1.258,-3.494,0.685,-0.2,4.087,1.473,-2.573,0.604,-2.8,1.896,1.057,0.435,-0.831,0.133
"Men's boots - walking/hiking","510536",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.593,4.787,-4.375,-1.535,-0.474,-2.384,6.41,-5.992,0.812,1.253,-2.478,-1.237,0.943,1.54,-3.677,0.247,0.441
"Women's shoes - canvas or trainers","510537",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.171,-1.681,-0.362,0.61,0.444,-2.472,-1.961,2.492,0.891,-2.335,-1.297,7.147,2.92,-0.547,0.011,-0.936,-0.602
"Men's sandals or sliders","510538",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.968,-0.243,2.383,-0.519,8.399,-0.212,2.545,1.647,-0.739,0.744,0.473,-0.576,0.525,-2.048,-0.793,-1.492,-0.294
"Umbrella","520103",0.81,0.317,0.857,3.03,-0.904,-0.426,0.523,1.11,1.924,0.818,-1.151,-1.598,0.299,-1.335,-0.35,0.237,2.922,-3.163,0.429,1.994,1.178,-0.366,1.319,-0.177,-0.498,-0.015,-0.04,0.712,-0.467,1.157,-0.811,2.96,-1.453,0.025,-1.288,1.438,-1.775,-1.845,1.841,-0.717,0.036,-1.315,1.138,0.734,1.833,-3.773,1.898,0.157,0.316,-0.019,0.294,0.104,-0.05,-1.246,5.041,-1.273,-2.079,4.374,-1.048,0.283,1.5,0.078,0.094,0.089,-0.16
"Handbag or shoulder bag","520109",-1.269,1.127,-0.364,4.306,-1.348,-0.178,0.088,-0.541,1.316,-1.328,0.333,-0.107,-0.447,1.647,4.696,-0.831,1.101,-4.058,1.145,2.194,0.259,0.145,-1.848,-3.517,1.894,1.216,-0.896,1.046,0.93,-3.946,2.046,3.619,-1.168,0.23,-4.355,-0.696,-0.621,1.928,0.637,-1.855,-1.847,0.876,1.723,-1.204,1.176,1.221,-1.706,-2.457,1.616,-0.877,0.927,1.09,-4.344,4.417,0.571,1.414,0.751,-0.664,0.818,-4.106,2.563,0.855,0.599,-0.406,-5.413
"Flower vase","520118",-0.03,2.149,0.017,-0.405,0.498,0.397,2.862,0.277,1.486,3.654,1.245,0.953,-1.108,3.284,0.251,1.12,-0.439,-1.355,1.409,-0.45,-0.117,1.873,-5.501,-5.125,0.608,-1.353,0.663,-0.556,1.367,-1.651,1.949,-3.434,4.215,-2.578,-4.686,-0.348,-1.028,-0.404,0.425,0.368,-0.327,-0.871,-0.015,-3.973,2.855,-1.211,-1.18,-1.946,2.003,1.72,-1.181,0.809,0.668,-2.874,-1.74,-4.829,7.057,1.251,-1.292,-6.333,1.984,0.877,2.288,0.152,-1.199
"Ring - solid gold (9ct)","520130",-1.329,0.114,0.497,5.597,1.021,-1.023,0.324,1.33,-0.218,0.719,-0.181,-0.274,1.312,1.522,0.306,2.522,-0.136,0.858,3.379,0.096,0.799,-0.98,0.957,-1.687,0.834,1.093,0.829,0.527,-0.365,-0.054,1.771,-1.472,0.331,0.075,0.689,0.312,0.668,0.429,0.554,0.923,0.052,2.325,0.876,2.257,0.514,1.23,-0.44,0.493,2.877,2.488,1.087,2.971,2.144,1.359,1.823,2.324,2.073,0.569,0.603,-0.272,8.477,3.512,1.611,1.766,-0.081
"Watch - analogue, metal strap","520131",0.338,0.05,-2.471,3.238,-0.199,-2.568,3.353,0.34,-0.752,1.065,-1.085,-0.746,1.815,1.175,-1.789,2.603,-2.386,1.598,2.277,-0.285,-1.598,0.794,-0.251,-1.95,3.689,1.264,-0.636,1.36,-0.533,-0.063,0.478,-0.594,0.694,-0.093,-1.052,-1.275,1.055,0.543,-0.636,0.176,-1.647,0.912,0.079,-0.231,0.769,1.347,0.126,-1.957,1.922,-0.993,-0.109,0.997,-1.018,-0.463,1.669,-0.131,-0.576,-0.547,1.528,-1.603,1.016,1.665,0.441,0.57,-2.152
"Wall mirror","520132",3.22,0.828,3.807,-0.181,2.529,-1.074,2.171,2.172,-0.532,0.311,2.935,-4.87,5.015,2.116,-0.449,0.96,-0.676,0.106,1.363,1.543,-2.36,0.1,2.884,-2.439,2.59,1.889,-2.298,1.431,0.512,-0.994,0.625,0.756,-1.56,1.251,2.562,-10.864,5.744,2.376,-0.739,-2.015,-1.597,-3.867,4.712,1.67,-0.797,0.178,3.405,-3.518,1.461,0.719,-3.361,3.172,0.554,-2.56,-0.711,0.744,-0.437,-0.046,1.399,-9.547,7.214,-0.751,-1.629,0.668,-1.246
"Luggage - trolley case","520134",2.109,4.351,-0.897,-0.15,1.222,-1.162,-3.423,7.168,-0.313,2.048,2.46,-2.055,0.407,3.054,4.745,3.236,-0.149,-1.104,-5.003,4.37,-0.626,4.463,-2.528,-2.839,-2.138,2.782,2.059,-1.104,-0.831,0.416,-4.077,1.283,0.322,-0.663,-0.096,0.137,-1.154,-0.094,0.289,0.401,0.158,0.237,-2.114,1.428,0.141,-0.933,0.192,-3.918,-0.268,0.743,-3.146,0.738,0.202,-0.352,2.359,-1.611,0.201,-1.99,1.446,-2.597,-1.151,-0.679,-0.09,-1.654,-0.52
"Ring - diamond solitaire","520135",5.832,0.661,-2.328,0.63,-0.236,-2.094,3.672,0.173,-3.74,2.326,0.827,-2.901,1.832,1.178,-0.918,3.1,-3.436,-1.042,7.202,-0.858,-3.529,4.4,0.121,-5.545,6.206,-0.008,-2.344,2.21,-5.043,1.304,5.281,-0.311,-3.862,2.787,1.333,-5.101,4.045,0.277,-1.966,2.49,-3.155,-2.063,5.415,-2.275,-1.403,3.25,-0.381,-5.695,3.859,-0.26,-1.717,0.343,-0.774,-1.798,5.042,-0.491,-1.703,3.834,0.124,-4.87,4.958,0.245,-2.621,0.701,-2.299
"Photo frame","520136",3.529,0.132,-1.765,2.025,0.133,-1.209,0.728,-0.981,0.97,0.343,0.505,-1.645,3.109,4.787,0.155,-1.342,1.54,-1.851,0.708,-1.706,0.86,-1.733,-3.043,-0.929,1.876,1.12,0.206,0.821,-0.59,-2.517,1.59,1.227,-1.064,-0.064,-2.36,-2.352,2.377,-1.901,-0.24,-0.505,-0.717,0.957,0.186,-1.252,-0.117,3.62,-1.604,-3.008,3.615,0.438,0.955,0.76,1.549,-0.389,0.173,-2.764,2.251,-0.32,0.439,-0.483,1.494,1.114,-0.048,0.15,-1.292
"Earrings - sterling silver","520137",0.55,-1.688,-0.449,-0.902,1.123,-0.949,1.864,-0.154,-0.378,1.371,1.303,-4.636,2.601,2.882,-2.3,0.765,-1.317,0.019,7.439,-0.926,-2.794,1.684,1.606,-1.354,2.732,-0.514,0.53,0.836,0.081,-0.023,2.037,0.76,-0.905,-0.982,0.867,-1.587,0.924,0.576,-0.948,2.519,0.219,0.308,2.921,0.115,-1.183,0.732,1.898,-2.455,3.677,-0.847,-0.192,0.255,-0.233,-0.442,0.366,-0.67,0.978,0.866,0.819,-0.075,4.654,3.014,-1.157,1.805,1.785
"Glasses - frames and single-vision lenses","520138",-0.438,0.255,-0.032,0.71,-0.311,-0.394,0.153,-0.362,-0.414,0.368,0.365,-0.66,0.213,-0.14,0.12,0.254,-0.446,0.1,1.525,-0.235,0.476,0.027,0.894,0.295,-0.025,1.393,-0.321,0.531,0.075,5.613,0.092,0.248,0.176,0.002,-0.178,-0.155,0.299,0.31,0.905,-0.363,0.42,-0.441,0.323,0.02,0.29,-0.253,2.35,-0.129,0.613,0.237,0.242,0.725,-0.222,0.165,0.204,0.012,0.108,0.448,0.121,-0.155,0.498,0.685,0.298,-0.092,0.155
"Contact lenses - daily disposable","520139",-1.025,-0.475,0.89,1.142,0.83,0.232,0.492,-0.277,-0.16,0.398,-0.198,0.037,0.293,-0.124,0.15,-0.167,-0.251,0.67,0.304,0.189,0.334,0.12,0.267,0.353,-0.028,0.894,-0.73,0.441,0.347,4.772,1.16,0.48,0.867,1.159,0.288,0.384,0.935,0.539,0.586,0.267,0.265,0.044,-0.038,-0.004,0.16,0.155,0.996,1.553,0.228,0.298,0.324,0.295,-0.421,0.545,0.327,-0.125,-0.034,0.128,-0.283,0.171,0.425,0.098,0.655,0.828,-0.027
"Necklace","520140",-6.209,3,0.37,7.006,0.135,-1.449,-1.695,0.168,2.349,1.327,-2.2,0.29,1.812,-2.567,2.819,0.612,0.636,1.451,2.54,-0.608,1.096,0.396,-0.025,-2.638,0.82,1.226,1.955,0.183,0.899,0.344,1.721,-0.788,1.312,0.447,1.125,-2.686,0.124,1.635,0.17,-0.801,0.55,-3.479,3.551,-0.427,1.017,0.148,-1.925,-1.283,2.425,0.474,0.593,0.375,-0.778,0.548,1.014,-1.531,1.095,0.719,0.292,-3.316,1.489,0.886,-0.943,-0.494,0.227
"Reusable bottle or mug","520142",2.929,2.006,1.843,-0.531,-0.421,-1.494,3.522,-1.831,2.368,2.64,-1.876,-3.519,3.155,0.449,0.701,0.044,0.668,-0.909,-1.003,-0.903,4.242,0.5,-1.091,1.735,2.039,0.712,0.438,0.836,0.228,-1.054,-2.732,2.984,-2.657,-0.232,1.988,-1.662,1.356,-0.057,0.098,1.096,-0.48,-0.87,-1.205,3.798,2.215,-2.531,2.274,-4.811,1.861,0.951,-3.05,-0.159,0.915,-0.4,-2.321,0.296,2.052,-1.187,-0.421,-0.951,2.987,0.154,-0.507,0.859,-0.197
"Indigestion tablets","520202",0.092,-0.013,-0.402,0.79,-0.325,-0.042,-1.001,0.871,1.855,0.249,0.602,-0.631,0.386,-0.27,1.209,0.666,-2.634,1.88,-0.805,0.999,-0.084,4.653,-2.749,3.637,1.143,0.612,2.37,-0.226,1.638,-2.575,5.371,4.731,3.94,-4.183,3.939,-0.791,1.18,0.029,-2.384,3.923,2.378,0.839,1.115,1.161,-0.03,-1.006,1.147,2.908,0.34,0.049,-0.128,2.596,2.606,-1.26,1.112,0.746,-1.86,-1.042,-0.162,3.128,0.816,-0.182,-1.192,0.934,1.196
"Toothpaste","520209",1.658,-3.321,-0.282,4.352,-5.85,3.565,0.046,-2.506,1.553,-1.976,3.43,1.235,3.699,-0.34,0.224,-0.205,5.745,-4.099,-0.256,1.779,0.166,-0.755,0.166,1.282,6.681,3.549,0.486,2.69,-2.77,-0.191,1.988,-2.183,0.46,2.898,-0.48,1.97,0.936,1.35,-0.343,-0.451,0.387,0.969,-1.486,2.86,-5.671,2.471,-2.532,4.191,-0.747,1.452,1.085,1.908,-4.719,1.504,0.943,0.434,1.554,-0.802,2.583,-5.263,5.058,-0.145,2.991,-5.043,3.512
"Tissues - box","520213",-0.69,-0.608,0.83,-1.245,-0.013,-1.865,1.635,-0.616,-0.435,-0.077,-0.071,-0.188,0.536,2.034,2.076,0.733,1.934,1.5,4.578,1.742,-0.385,3.216,0.989,1.118,-0.837,0.823,0.207,-2.337,2.923,1.095,0.27,-1.847,0.703,-0.003,1.668,-2.299,0.186,-2.229,-0.441,-2.832,-3.408,-0.126,-0.857,3.374,-5.124,-0.43,-0.673,0.359,-1.245,0.542,-0.033,0.842,0.242,0.058,-0.284,-0.62,0.346,-0.854,1.406,1.762,-0.515,-1.765,0.041,0.245,0.242
"Facial moisturiser or day cream","520215",-0.967,5.65,-7.389,9.323,-7.795,5.375,-5.549,0.306,3.289,2.485,-1.74,1.788,-1.16,-0.268,2.033,2.774,-5.786,6.801,3.114,-6.691,11.848,1.79,-7.572,9.176,-1.138,-0.556,2.777,1.2,-2.329,2.811,8.354,-10.095,6.665,-1.357,1.796,3.46,0.611,-5.345,2.662,-4.627,3.705,-2.967,2.139,1.901,-3.732,3.88,-3.478,5.409,-5.286,0.59,1.883,-1.772,0.339,1.101,-0.539,-1.621,3.671,-4.14,3.174,2.805,0.029,-3.564,2.341,-2.19,6.266
"Deodorant or antiperspirant","520216",1.532,-4.766,0.43,-0.586,4.939,-5.197,5.295,-6.278,2.452,3.011,-0.73,2.461,-0.356,2.91,-2.046,1.514,1.743,1.636,0.017,-0.032,0.95,-2.98,4.345,-1.608,0.279,-0.303,3.994,3.951,-0.947,2.583,-0.256,1.53,-3.223,1.144,-1.515,3.833,-1.999,3.847,-1.958,4.197,-2.314,1.451,0.949,0.799,-0.122,-2.328,2.242,1.029,-0.032,-0.21,-3.361,2.217,1.367,-0.412,-1.472,1.154,-1.6,0.805,0.458,0.803,0.236,2.165,-2.404,2.958,0.983
"Disposable nappies","520219",0.5,-0.514,0.675,-1.333,0.993,-0.014,0.068,0.035,0.457,-1.384,0.732,4.214,-4.21,3.843,-0.917,6.09,-3.933,3.028,0.765,1.773,2.912,-1.293,4.006,-1.791,2.626,1.88,-2.224,1.406,0.403,-0.683,-1.2,1.028,4.026,-1.242,-0.088,4.257,-2.793,2.546,-3.065,1.561,0.825,-4.394,5.772,-3.232,2.187,-1.074,2.315,-3.701,1.994,-0.584,-0.847,-0.055,-0.673,2.528,0.26,-2.561,3.012,-0.832,0.662,-0.781,0.7,-0.239,0.239,-3.941,4.808
"Multivitamins - tablets or capsules","520222",0.196,-0.298,-0.025,0.216,1.205,-0.305,0.604,-1.108,-0.242,0.462,-0.301,-1.492,2.685,-1.024,1.838,-2.154,1.869,-0.106,-0.461,1.845,-2.391,-2.313,3.543,5.021,-1.294,2.035,2.676,0.069,3.247,-2.232,1.092,1.416,0.423,-0.189,1.648,0.824,0.436,0.265,0.397,-4.26,2.458,1.138,-0.932,1.294,-1.322,2.139,0.227,0.618,0.214,0.381,-0.966,0.103,0.099,1.389,0.743,2.47,0.565,-0.008,-0.745,1.989,0.612,-1.14,-0.282,-0.608,0.145
"Mascara","520223",-1.03,0.597,-0.42,-0.358,0.874,0.156,-1.128,0.986,0.095,0.353,-0.423,-13.061,-1.47,1.276,20.722,0.514,2.577,-1.575,0.817,2.876,0.931,-0.248,2.566,-0.581,0.912,-0.266,3.312,0.785,-0.887,0.953,0.16,0.048,0.951,-0.13,0.799,0.194,-0.706,0.238,-1.218,-9.703,12.633,0.125,-0.283,0.614,0.502,-0.163,0.323,0.231,0.265,-1.772,-0.486,-0.073,1.615,0.242,0.49,0.25,-0.241,0.134,0.484,-0.126,-0.464,0.099,0.537,-0.001,0.157
"Shampoo","520226",-2.717,4.377,-6.111,5.272,-4.364,6.833,-5.573,-0.353,7.587,-6.424,5.968,-1.79,1.287,3.804,-4.175,-2.476,3.058,1.224,-0.853,7.08,1.219,-5.397,4.78,3.743,-1.578,2.877,-4.633,2.612,0.02,-0.806,5.128,-2.19,4.666,-8.884,6.459,1.359,-2.063,0.343,0.589,-0.088,0.418,-0.098,2.233,0.626,-3.083,-0.447,2.406,5.724,1.785,3.256,-0.788,2.046,-6.436,0.829,-2.084,0.165,2.171,-0.378,-2.014,3.805,-0.175,1.258,0.011,-0.68,1.723
"Pain relief - tablets or capsules","520227",-0.841,0.652,0.396,0.715,2.108,-2.145,2.567,-2.352,-0.937,-2.167,0.47,2.783,-4.033,0.127,1.303,-1.291,2.378,-3.334,5.275,-0.295,6.675,-0.163,0.746,0.381,1.085,0.309,0.55,-0.298,-0.491,-0.917,2.885,0.041,-0.607,0.22,0.613,-0.043,0.588,1.537,0.366,-0.351,0.164,-0.32,0.297,0.545,-0.163,-1.631,0.649,1.221,0.749,-1.431,0.211,0.414,-0.688,0.806,1.128,-0.613,-0.381,-0.246,-2.169,1.118,-0.891,0.246,0.309,2.512,-0.297
"Plasters","520228",0.781,-1.44,-0.39,-0.54,-1.25,2.397,-0.258,1.2,0.324,0.829,0.454,0.87,-0.193,-1.599,-1.955,1.563,0.142,-1.555,2.192,4.411,3.684,0.938,0.996,0.532,0.295,0.155,-1.784,-0.391,-1.098,1.247,-0.696,3.807,0.648,-0.307,-0.026,0.655,0.525,-0.022,-0.913,0.471,0.699,-2.036,1.792,0.946,-1.197,1.238,-0.443,0.452,1.082,-3.898,1.331,-3.354,3.532,-0.487,1.24,-1.987,1.235,1.775,-0.777,0.657,0,-3.077,2.273,-0.031,-2.926
"Condoms","520230",-1.654,0.661,-0.74,-2.222,1.231,0.5,-5.252,6.199,-1.336,1.651,-0.38,0.272,-0.668,0.476,-1.649,0.332,1.494,0.787,1.873,0.171,1.719,-1.21,0.444,2.625,-0.264,-0.585,1.215,0.179,-1.82,1.023,0.166,-0.965,1.961,-0.324,1.033,0.495,-1.494,-0.494,0.855,1.64,-1.152,1.489,0.356,1.105,-1.507,1.343,-1.94,0.271,-1.199,1.421,-0.347,1.03,-0.442,1.465,-2.181,-1.065,-0.213,2.235,-0.354,0.297,-0.884,3.969,-2.71,1.704,-1.613
"Fragrance (men's or women's) - any brand","520234",-2.431,3.07,-1.092,2.692,-3.711,2.284,0.637,-0.406,-0.958,-0.496,-2.049,2.475,0.792,-1.963,-2.932,6.29,-0.583,1.741,3.907,-1.251,-0.614,-1.898,-0.314,7.205,-1.975,1.316,5.384,-1.227,-1.665,5.235,-2.131,4.98,-0.141,-4.122,-3.644,3.761,-0.694,3.43,-0.804,1.767,-2.69,1.889,2.374,-0.913,-1.513,-3.218,3.099,1.24,-0.704,-1.228,0.178,1.665,-3.854,4.61,-0.298,-0.253,-0.521,-2.775,-0.325,4.453,-4.14,1.99,-0.355,1.111,-1.267
"Sunscreen - SPF 15+","520235",0.336,-2.541,-2.085,-1.186,-1.272,-0.626,0.176,0.633,0.228,3.644,1.468,-5.727,0.962,0.553,-0.214,-8.198,-0.387,-2.346,8.131,1.688,5.159,1.601,1.7,-0.925,2.267,-0.332,-4.078,1.507,1.946,0.89,-1.576,6.131,2.453,0.646,1.391,1.492,0.806,-0.353,-1.953,-0.801,1.725,-2.504,1.573,3.542,-1.315,-0.142,-0.247,5.578,0.487,-0.505,-0.95,-1.3,-0.419,-1.153,0.289,2.254,0.169,-1.191,2.91,-0.897,0.539,-0.613,-1.7,-3.335,0.55
"Hair colourant - permanent","520236",0.481,-0.951,0.139,0.332,-0.358,0.009,-1.506,1.983,1.398,0.533,-2.895,0.438,4.686,-0.607,0.587,-0.424,1.272,0.489,-0.901,0.443,2.063,-0.268,-0.39,2.073,-0.487,0.409,4.078,2.055,0.334,-1.082,0.429,1.891,1.855,-0.287,0.441,2.163,-0.442,1.262,-0.346,3.574,-1.708,1.984,-2.567,3.879,-2.214,-2.404,2.873,-0.943,-2.796,0.911,-2.176,2.781,-2.402,2.028,-2.692,1.331,3.198,-0.574,0.341,-1.89,5.23,-1.743,2.328,-2.88,4.809
"Hair gel","520237",1.005,-1.462,1.076,-0.576,-0.426,-1.158,1.765,-0.471,1.743,-0.592,-0.166,-0.948,1.778,0.755,1.109,-0.663,3.184,-1.343,0.006,3.2,0.045,-0.139,2.73,0.661,-0.464,-1.107,1.577,-5.204,4.481,-12.026,-4.591,9.491,-1.038,4.583,-8.703,11.194,-2.572,1.913,19.743,1.562,-3.539,4.31,-2.314,-0.903,2.46,1.108,-0.764,-3.73,3.638,-0.226,-0.036,3.01,-0.469,-0.607,2.038,-2.69,1.187,-0.158,-1.159,2.229,2.2,2.479,-1.958,0.334,3.612
"Shower gel","520238",-10.867,13.629,-10.767,10.714,-9.591,10.484,-9.351,-1.224,12.429,-4.235,5.448,-8.021,10.939,-8.814,9.432,-6.847,7.114,-5.268,-1.274,7.847,-5.578,7.078,-6.292,9.963,-8.954,10.886,-3.733,1.81,-1.35,2.276,2.876,-6.85,9.644,-5.67,-7.387,5.853,-1.188,0.226,0.679,-3.47,0.755,-0.304,-2.954,0.945,4.147,-4.375,0.761,2.644,1.458,-2.29,-0.981,3.324,-4.587,0.625,4.472,1.233,1.497,-0.112,3.608,-2.598,1.077,-0.004,2.691,-3.076,3.923
"Razor blades - cartridge","520241",0.466,1.013,0.952,-0.457,-0.025,-0.84,-0.831,-0.368,2.738,-1.533,0.569,0.311,0.376,0.615,-1.674,-0.103,1.571,-0.586,0.075,0.403,0.443,-1.226,1.176,0.241,0.892,0.196,0.594,1.491,1.125,1.132,-0.958,-0.934,1.468,-0.408,0.786,0.331,-0.094,-0.375,3.175,0.325,0.176,-2.229,-0.819,4.677,-1.105,-0.605,0.898,-1.248,-1.199,0.332,1.227,-1.327,0.332,-0.11,0.204,-0.205,-0.656,-1.088,2.01,-0.717,0.193,-0.974,0.631,-0.518,-0.055
"Cold and flu medicine - powder sachets","520242",-1.631,2.694,1.305,2.07,0.303,-0.01,0.31,-0.32,-1.882,-0.343,0.188,-0.94,0.099,0.785,2.178,-1.098,0.309,0.745,2.824,2.74,-0.356,0.357,3.367,6.941,-0.103,4.371,1.468,0.592,1.471,0.448,-0.468,0.144,-0.369,2.572,-0.064,-2.487,-0.896,1.673,2.389,0.356,-3.213,1.087,0.417,1.641,0.21,-0.253,0.142,-1.291,-0.041,1.528,4.086,1.482,1.869,-1.143,-1.053,1.159,-4.563,0.176,0.317,1.98,2.451,0.929,0.114,0.416,2.763
"Foundation - liquid","520243",0.296,-0.361,-0.495,1.77,0.369,-0.795,0.344,-0.394,-0.105,-0.438,-0.482,1.155,-0.455,-1.113,2.871,-1.272,1.456,0.253,0.692,-0.342,-2.115,-0.062,2.074,-0.358,0.234,0.75,3.121,0.471,0.083,0.086,1.265,-0.776,1.543,-0.475,0.567,0.542,-0.475,0.691,-0.697,-0.534,-0.518,1.755,0.264,-0.105,0.57,-0.174,0.162,1.23,0.4,-0.01,0.441,-1.214,0.615,-0.071,0.148,0.841,-1.632,1.258,-0.316,-0.078,0.083,0.682,0.292,-2.86,-0.728
"Manual toothbrush","520244",2.963,-2.253,4.379,-3.467,0.312,-8.437,7.508,-0.629,3.37,-1.39,-7.395,10.515,-3.993,-3.164,-0.596,4.615,-4.857,3.906,1.253,-3.617,4.73,-3.406,6.613,-2.495,3.478,4.247,1.255,-3.671,-4.477,9.814,-7.666,1.638,4.157,-2.902,-6.55,9.223,-1.834,3.017,-4.027,6.614,-4.464,2.896,-1.697,-2.184,1.886,2.809,-0.429,-5.345,1.618,3.918,1.408,-2.457,5.258,-2.151,-11.711,10.027,-10.393,9.741,-10.278,15.341,-4.356,-5.581,7.455,-1.487,5.383
"Allergy tablets - antihistamine","520245",-2.79,-1.27,4.563,-9.736,3.231,4.048,-4.179,1.354,2.379,1.842,3.252,-0.485,-0.238,-1.893,0.953,-6.907,1.499,-0.63,1.438,1.542,2.336,2.456,0.72,1.364,1.594,0.445,-4.34,3.925,-4.052,1.801,2.013,2.166,-1.404,0.575,-1.145,3.636,0.125,-0.468,-2.12,-1.661,0.036,-2.56,7.866,-0.611,2.871,0.942,0.588,0.653,-0.015,0.415,-2.006,-2.465,-1.827,0.543,3.641,0.928,2.472,-2.446,0.419,-0.255,-0.511,2.231,-5.472,-1.127,2.221
"Lip gloss","520246",-5.788,3.796,2.559,-2.655,1.882,0.067,-2.89,4.655,0.025,0.776,-1.199,1.863,-3.335,1.559,-0.839,0.032,2.005,0.144,-1.585,2.011,1.636,-1.089,1.086,-0.813,0.982,-2.379,0.418,0.078,1.777,2.412,-1.315,-0.713,0.103,-1.317,1.343,0.87,0.843,-1.041,-3.364,1.224,1.155,1.676,0.052,0.457,-1.494,0.044,1.646,0.046,-3.838,2.331,-0.272,-3.8,2.629,2.91,0.37,-0.082,-0.137,-1.365,1.734,-0.076,-0.378,0.212,0.533,-1.048,0.394
