"ID_NAME","CONSUMPTION_SEGMENT_CODE","2021-02-01","2021-03-01","2021-04-01","2021-05-01","2021-06-01","2021-07-01","2021-08-01","2021-09-01","2021-10-01","2021-11-01","2021-12-01","2022-01-01","2022-02-01","2022-03-01","2022-04-01","2022-05-01","2022-06-01","2022-07-01","2022-08-01","2022-09-01","2022-10-01","2022-11-01","2022-12-01","2023-01-01","2023-02-01","2023-03-01","2023-04-01","2023-05-01","2023-06-01","2023-07-01","2023-08-01","2023-09-01","2023-10-01","2023-11-01","2023-12-01","2024-01-01","2024-02-01","2024-03-01","2024-04-01","2024-05-01","2024-06-01","2024-07-01","2024-08-01","2024-09-01","2024-10-01","2024-11-01","2024-12-01","2025-01-01","2025-02-01","2025-03-01","2025-04-01","2025-05-01","2025-06-01","2025-07-01","2025-08-01","2025-09-01","2025-10-01","2025-11-01","2025-12-01","2026-01-01","2026-02-01","2026-03-01","2026-04-01","2026-05-01","2026-06-01"
"Mixed vegetables - frozen","CP0117801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.992,-0.414,0.028,1.448,-0.968,0.203,1.149,-0.78,-1.007,1.879,-0.451,0.294,-2.14,2.777,1.301,-1.046,-0.19
"Peas - frozen","CP0117801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.992,-0.414,0.028,1.448,-0.968,0.203,1.149,-0.78,-1.007,1.879,-0.451,0.294,-2.14,2.777,1.301,-1.046,-0.19
"Frozen potato chips and wedges (incl. sweet)","CP0117902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.021,4.372,-3.456,2.055,-0.04,-0.014,0.776,-2.076,1.805,-0.535,-0.319,-0.089,0.291,0.189,-3.473,3.833,-4.272
"Seafood - frozen prawns and shrimps","CP0113402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.03,-1.389,0.541,2.963,-0.116,-2.666,1.391,-1.48,1.52,-1.435,2.1,-0.986,2.108,-2.279,2.365,-1.419,2.059
"Fruit juice - juice and water blends","CP0121002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.728,-5.196,6.908,-9.619,11.535,-10.496,14.687,-8.719,10.739,-9.125,7.892,-3.663,6.662,-2.205,7.477,-14.133,15.668
"Fruit juice - not from concentrate","CP0121001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.758,0.023,-0.169,0.745,-0.058,-1.024,2.108,-0.835,0.199,-0.201,1.449,-2.014,-0.441,2.278,-1.645,-1.093,1.014
"Fruit salad","CP0116902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.331,0.711,-0.186,1.657,0.623,0.32,0.288,12.003,-10.285,0.973,0.307,-0.396,1.616,0.24,-0.247,-0.487,1.781
"Fruit smoothies","CP0121001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.758,0.023,-0.169,0.745,-0.058,-1.024,2.108,-0.835,0.199,-0.201,1.449,-2.014,-0.441,2.278,-1.645,-1.093,1.014
"Fruit squash","CP0121003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.391,0.873,4.128,-2.331,1.667,1.996,2.217,-4.049,-0.677,-2.098,-3.267,0.774,1.094,0.938,0.243,-0.587,0.234
"Garlic bread","CP0111305",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.23,-1.886,3.097,1.387,0.148,-0.742,0.142,-2.718,1.912,0.157,1.749,1.159,0.449,-1.182,-0.184,-0.735,-0.597
"Grapefruit","CP0116299",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.517,0.482,0.96,-0.206,-1.422,0.841,-0.689,0.948,-1.211,1.643,4.225,-0.105,-0.843,2.512,0.947,0.109,-0.139
"Grapes","CP0116501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.512,-1.013,0.243,-0.22,0.426,-1.168,0.84,0.702,0.275,1.089,-0.84,1.916,-0.545,0.087,0.896,-0.741,2.18
"Herbs - dried","CP0119401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.219,-1.006,0.162,2.057,0.488,-0.513,1.39,-0.464,-0.491,-0.343,0.576,-0.72,3.107,0.37,0.144,0.03,0.312
"Honey","CP0118302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.505,2.51,0.529,0.307,2.642,0.235,-3.405,-4.259,0.317,0.806,-1.493,2.808,-8.889,5.104,0.489,-4.749,5.327
"Hot chocolate and cocoa powder","CP0124001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.484,6.169,1.189,0.866,0.781,1.095,-0.198,-2.561,0.629,-4.732,2.819,1.701,-4.402,3.668,-1.483,2.469,0.194
"Houmous","CP0117999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.083,1.07,-0.434,-1.617,-0.735
"Ice cream - bars, lollies, and cones","CP0118602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.111,-6.769,7.74,-0.057,-3.678,-1.163,6.137,-1.264,2.497,-3.223,4.202,1.712,-2.869,-1.437,1.299,-4.424,1.844
"Ice cream - tubs (incl. yoghurt)","CP0118601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.552,-1.909,-4.423,6.217,-3.964,2.32,-1.575,3.346,-2.235,2.427,-3.866,6.577,-1.534,1.088,-8.231,8.996,-6.355
"Jam or conserve","CP0118301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.066,-2.663,1.695,0.386,0.536,0.014,0.225,-0.23,-0.406,0.393,-0.739,1.401,-3.007,2.22,0.289,-0.859,-1.392
"Kiwis","CP0116501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.512,-1.013,0.243,-0.22,0.426,-1.168,0.84,0.702,0.275,1.089,-0.84,1.916,-0.545,0.087,0.896,-0.741,2.18
"Lamb - steaks, chops or fillets","CP0112203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.668,-0.493,3.356,0.878,-0.625,-0.178,1.07,-1.129,2.098,-1.021,1.044,0.059,0.4,-0.149,2.332,1.296,0.359
"Leafy salad bag","CP0117404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.323,0.431,1.656,1.709,0.39,1.321,0.697,0.498,0.223,0.309,0.878,0.172,1.037,0.643,0.066,-0.188,0.459
"Lemons","CP0116299",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.517,0.482,0.96,-0.206,-1.422,0.841,-0.689,0.948,-1.211,1.643,4.225,-0.105,-0.843,2.512,0.947,0.109,-0.139
"Lemonade - full sugar, bottles","CP0126001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.496,0.104,1.191,0.76,0.037,1.161,0.02,0.52,1.57,0.405,-0.98,0.222,-0.354,1.485,0.827,-0.726,-1.367
"Lettuce","CP0117199",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.228,0.936,-0.007,-1.376,-0.991,0.599,0.011,1.835,-0.654,-0.61,-1.799,0.706,3.519,-0.056,0.562,-1.97,-0.091
"Offal - liver","CP0112401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.141,1.229,5.947,-0.063,0.541,1.482,0.516,0.949,0.352,0.468,0,4.622,0,-7.739,0.378,7.947,-4.772
"Mangoes (fresh)","CP0116199",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.191,-1.029,0.564,-0.734,-1.877,0.038,-2.331,3.805,-0.287,-0.881,0.304,0.032,0.803,0.105,1.271,-1.749,-0.37
"Margarine - milk and vegetable blend","CP0115301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29,4.816,1.681,-1.35,3.943,3.562,-6.83,1.879,-0.061,4.413,-5.523,1.757,-1.19,1.717,-3.373,4.698,-2.341
"Margarine - vegetable","CP0115301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29,4.816,1.681,-1.35,3.943,3.562,-6.83,1.879,-0.061,4.413,-5.523,1.757,-1.19,1.717,-3.373,4.698,-2.341
"Condiments - mayonnaise","CP0119302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.62,4.398,-2.24,2.825,-1.005,1.665,-1.711,0.429,2.423,-4.163,4.645,-5.733,5.254,-3.627,3.51,-1.676,1.461
"Meat-based packet snacks","CP0112599",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.285,-1.096,0.133,-1.035,-0.36,1.413,-0.089,-0.775,0.338,-0.326,1.294,-0.268,0.351,-0.17,0.121,0,1.331
"Pastry - meat-based (e.g. pie, pasty, roll)","CP0112503",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.624,-0.733,1.527,1.352,3.636,0.741,2.226,0.002,-0.102,-0.688,0.905,-1.424,1.236,-2.176,1.27,-0.022,1.313
"Ready meals - meat (not fish or pasta)","CP0119101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.296,0.2,2.238,0.751,0.371,1.159,0.183,0.823,-0.327,0.06,0.779,-0.489,0.703,0.225,-0.524,0.116,1.22
"Melons","CP0116501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.512,-1.013,0.243,-0.22,0.426,-1.168,0.84,0.702,0.275,1.089,-0.84,1.916,-0.545,0.087,0.896,-0.741,2.18
"Milk - cow's (semi-skimmed, fresh)","CP0114201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.093,0.07,-0.238,0.305,-0.189,-0.149,0.121,-0.023,-0.107,0.178,-0.099,-0.958,0.267,0.047,-0.084,0.359
"Milk - cow's (whole, fresh)","CP0114101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.475,0.132,2.189,3.155,1.972,2.751,1.037,0.167,2.429,-0.487,-0.099,1.043,-1.761,-0.297,0.449,-0.096,-2.616
"Mixer (e.g. tonic) - full sugar","CP0126099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,0.378,1.714,0.978,0.594,0.084,-1.06,1.895,-0.191,-0.311,-1.753,4.238,-0.777,-1.08,0.505,1.104,0.239
"Mushrooms","CP0117403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.005,0.691,-0.208,-0.043,-0.149,1.469,-0.333,1.197,-0.657,-0.996,-0.116,1.757,-2.078,2.126,0.782,-1.996,1.527
"Noodles - Asian-style","CP0111501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.371,-2.788,1.211,0.138,0.01,0.651,-1.842,2.27,0.555,-0.453,0.463,-0.4,1.023,0.617,0.677,0.051,0.286
"Nuts preparations (not chocolate, e.g. mixed, salted)","CP0116999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.275,0.372,1.396,-2.067,2.524,-1.357,1.422,-1.527,1.718,-0.563,-1.616,2.648,-0.608,-0.304,0.454,0.304,-1.733
"Milk - oat","CP0114401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.113,-1.473,0.535,-0.758,2.579,-1.448,0.856,-0.506,0.149,-0.58,1.897,-2.92,4.535,-1.966,0.913,1.278,1.13
"Oats or porridge","CP0111404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.952,-0.309,0.297,4.515,2.784,1.133,-0.962,0.135,-0.324,-1.72,1.37,-1.576,4.425,-0.75,1.901,-0.017,-0.088
"Oil - olive","CP0115101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.085,-2.582,0.273,-3.076,0.572,-3.047,0.957,-2.983,-0.036,-0.42,1.97,-2.084,-0.631,1.635,-3.086,2.459,3.081
"Onions","CP0117402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49,0.814,-0.337,-0.318,0.138,0.296,0.323,0.487,-2.659,2.022,0.498,0.065,-1.691,0.43,-4.424,4.864,0.497
"Oranges","CP0116201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.159,-0.472,0.919,-0.66,-0.199,-0.713,0.073,-0.071,-0.667,-0.006,0.608,2.084,-0.414,0.68,0.159,2.05,-0.156
"Beans - fresh (excl. soya or edamame)","CP0117301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.188,3.343,-0.221,-3.076,4.033,1.649,0.748,0.037,-0.072,-0.042,-1.791,-1.316,2.966,2.042,-0.734,-0.292,2.649
"Other fizzy drink - full sugar, bottles","CP0126099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,0.378,1.714,0.978,0.594,0.084,-1.06,1.895,-0.191,-0.311,-1.753,4.238,-0.777,-1.08,0.505,1.104,0.239
"Cheese - parmesan and similar products","CP0114599",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.115,-1.461,-0.624,3.072,-0.339,-0.885,0.499,-0.202,-0.091,0.465,1.04,-1.704,-0.264,-0.532,0.265,0.352,-0.961
"Pasta and noodles - instant pots or packets","CP0111502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.558,-1.496,1.17,-1.386,1.779,-0.851,-0.05,-2.141,6.337,-8.402,10.463,-8.522,11.386,-3.482,4.667,-4.76,5.673
"Peanut butter","CP0118401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.869,-5.47,2.447,-1.896,1.933,-1.489,2.038,-2.745,3.299,-1.618,2.871,-1.758,1.613,-2.437,2.088,-1.235,-1.099
"Pears","CP0116399",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.027,0.073,1.405,1.06,1.731,0.724,-1.143,-4.027,-1.376,-0.469,0.522,0.25,-1.886,-0.705,2.66,2.076,1.875
"Peppers","CP0117201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.276,0.346,5.217,3.539,0.427,0.383,0.675,-3.155,-0.558,0.355,-0.076,3.562,3.773,0.372,-0.004,-1.893,0.808
"Pickled vegetables","CP0117998",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.336,0.077,0.376,1.192,-1.774,-0.007,-0.209,3.902,1.414,0.108,-0.428,1.04,0.102,-3.025,2.439,1.486,-2.631
"Pineapple (fresh)","CP0116199",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.191,-1.029,0.564,-0.734,-1.877,0.038,-2.331,3.805,-0.287,-0.881,0.304,0.032,0.803,0.105,1.271,-1.749,-0.37
"Pizza","CP0119104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.903,-5.422,3.177,-3.597,5.04,-0.348,-0.282,-4.843,5.365,-2.014,2.101,-4.761,1.506,-2.594,0.83,1.761,-4.765
"Plums","CP0116399",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.027,0.073,1.405,1.06,1.731,0.724,-1.143,-4.027,-1.376,-0.469,0.522,0.25,-1.886,-0.705,2.66,2.076,1.875
"Pork - gammon (e.g. joint, rasher)","CP0112303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.136,-0.922,-0.092,0.024,0.367,0.562,-0.235,-0.734,-0.81,-1.621,-1.055,1.342,0.394,-1.156,-2.522,-0.722,0.815
"Pork - bacon (e.g. joint, rasher)","CP0112303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.136,-0.922,-0.092,0.024,0.367,0.562,-0.235,-0.734,-0.81,-1.621,-1.055,1.342,0.394,-1.156,-2.522,-0.722,0.815
"Pork - steak or chops","CP0112202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.134,0.31,1.704,2.199,0.464,0.227,1.143,-2.091,3.345,-3.186,2.521,0.859,-1.332,-0.905,1.133,-0.799,0.238
"Pork - strips","CP0112202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.134,0.31,1.704,2.199,0.464,0.227,1.143,-2.091,3.345,-3.186,2.521,0.859,-1.332,-0.905,1.133,-0.799,0.238
"Side dishes - potato-based dishes","CP0119103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.972,-0.2,0.044,2.464,1.581,0.183,-0.237,2.475,-0.971,-0.098,0.986,0.045,-0.087,-0.235,-0.448,1.529,0.583
"Potatoes - baby, new or salad","CP0117501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.711,-0.437,-2.847,3.067,0.163,0.345,0.008,-0.08,-0.898,-0.346,-0.004,0.26,0.19,1.289,-0.567,-0.627,1.53
"Potatoes - baking (excl. frozen)","CP0117501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.711,-0.437,-2.847,3.067,0.163,0.345,0.008,-0.08,-0.898,-0.346,-0.004,0.26,0.19,1.289,-0.567,-0.627,1.53
"Potatoes - sweet","CP0117502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.469,1.433,-0.233,-0.372,-0.817,0.38,0.807,2.142,0.409,-0.392,-1.884,0.545,2.359,0.775,0.126,-0.235,1.043
"Potatoes - white","CP0117501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.711,-0.437,-2.847,3.067,0.163,0.345,0.008,-0.08,-0.898,-0.346,-0.004,0.26,0.19,1.289,-0.567,-0.627,1.53
"Protein shakes and meal replacement drinks","CP0129001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.136,-1.15,-2.566,4.397,2.063,-2.012,1.146,0.97,2.834,-0.532,0.678,-2.85,3.737,-0.007,-4.419,4.72,-2.572
"Quiche","CP0119105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.987,1.582,-2.054,-4.762,-1.263,1.598,-1.269,0.7,-1.406,2.439,0.265,1.003,-2.032,0.702,-1.695,-0.543,2.034
"Oil - rapeseed","CP0115199",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.175,7.501,-3.214,1.869,-7.205
"Raspberries","CP0116401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.093,-0.434,-5.168,-0.32,-5.182,-0.274,-1.846,5.214,1.923,4.103,2.34,-0.799,2.254,1.057,-4.416,-2.567,-3.352
"Rice cakes","CP0111101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.204,-1.487,-0.386,0.826,0.099,-0.061,0.277,-0.715,0.115,0.017,0.805,-1.679,2.368,0.012,-1.85,2.042,-0.235
"Rice - microwave","CP0111101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.204,-1.487,-0.386,0.826,0.099,-0.061,0.277,-0.715,0.115,0.017,0.805,-1.679,2.368,0.012,-1.85,2.042,-0.235
"Bread - rolls, baps or buns","CP0111303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.902,-0.681,1.276,0.423,0.751,-0.763,0.277,0.729,0.51,-0.267,-0.228,0.648,0.386,0.303,0.005,-0.239,1.256
"Sandwich or wrap - prepared or takeaway","CP0119108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.488,0.58,-0.037,-0.606,0.01
"Pork sausages","CP0112501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.016,-1.667,0.561,0.716,0.051,0.291,-0.081,-0.839,0.485,-1.103,0.791,0.769,-2.738,1.992,0.167,-1.173,-0.76
"Fish - smoked salmon or trout","CP0113201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.017,-2.017,-0.252,2.633,-1.381,0.184,-1.71,0.221,2.965,-2.475,-2.792,5.352,-1.487,-0.273,1.19,-1.694,3.09
"Soup - canned or tinned","CP0119106",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.982,-1.085,2.551,-0.308,0.541,-0.142,-0.378,0.157,-0.984,-0.302,0.912,-0.296,-0.943,0.308,1.167,0.946,1.012
"Spirits - brandy and cognac","CP0211005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.833,3.746,-2.834,2.315,-4.977,4.484,-1.096,1.429,-1.548,1.787,-5.84,7.39,-5.7,5.515,-4.283,3.494,-5.055
"Spirits - gin","CP0211001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,-0.028,5.212,-2.258,2.546,-2.462,2.234,-3.288,3.866,-1.761,-0.468,-0.502,-1.208,-0.849,-1.606,2.803,-0.563
"Spirits - liqueur (e.g. cream, coffee)","CP0211007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.238,-4.752,-4.533,6.408,0.645,3.656,-1.387,1.318,-5.252,-5.438,-3.185,15.52,-5.738,-7.957,1.992,6.391,-0.192
"Spirits - pre-mixed cocktail","CP0211006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.287,0.337,0.606,0.008,1.192,-1.063,-0.779,0.137,-0.02,-0.005,0.604,-0.036,0.599,0.569,-0.838,0.006,1.013
"Spirits - rum","CP0211004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.341,0.319,1.121,-0.898,1.479,-0.503,0.143,-2.824,3.466,-0.2,-2.563,2.97,0.136,-1.229,0.173,-0.448,3.532
"Spirits - vodka","CP0211003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.425,1.981,1.073,-2.262,2.239,-3.176,3.004,0.652,-1.526,0.433,-1.633,0.365,-1.103,-0.444,-0.735,-0.5,4.347
"Spirits - whisky","CP0211002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.653,2.219,-0.22,-1.197,1.71,-0.811,0.527,0.911,-0.841,-2.649,3.727,-1.965,0.702,-0.471,-1.799,0.198
"Water - still","CP0125001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.221,-1.898,3.839,-3.013,2.264,-0.812,2.064,-1.996,1.162,-0.098,2.197,-2.377,6.044,0.15,0.837,-2.519,3.628
"Stir-fry pack","CP0117404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.323,0.431,1.656,1.709,0.39,1.321,0.697,0.498,0.223,0.309,0.878,0.172,1.037,0.643,0.066,-0.188,0.459
"Strawberries","CP0116401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.093,-0.434,-5.168,-0.32,-5.182,-0.274,-1.846,5.214,1.923,4.103,2.34,-0.799,2.254,1.057,-4.416,-2.567,-3.352
"Sugar - white","CP0118101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.958,-2.258,-0.036,0.256,0.002,-0.027,-0.99,-0.091,0.041,-0.332,-0.251,-0.407,0.11,0.111,-0.07,-0.118,0.555
"Sweetcorn - canned or jarred","CP0117901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.781,-2.173,1.812,-0.434,0.251,-0.117,-0.692,1.123,-0.151,-1.219,1.224,0.074,0.473,0.27,-0.168,-0.084,-2.243
"Sweets - chewing or bubble gum","CP0118901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.246,-0.612,1.379,1.11,-0.083,0.042,1.074,0.095,-0.394,0.032,0.697,0.326,-0.027,-0.06,-0.051,1.219,-0.141
"Sweets - hard (e.g. toffee, boiled)","CP0118902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.222,-0.183,-0.392,-3.222,-0.392,1.794,-1.724,-1.155,-0.754,-1.427,2.346,2.799,-0.395,0.153,-2.945,1.117,1.953
"Sweets - mints","CP0118901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.246,-0.612,1.379,1.11,-0.083,0.042,1.074,0.095,-0.394,0.032,0.697,0.326,-0.027,-0.06,-0.051,1.219,-0.141
"Sweets - soft (e.g. jelly, pastille)","CP0118902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.222,-0.183,-0.392,-3.222,-0.392,1.794,-1.724,-1.155,-0.754,-1.427,2.346,2.799,-0.395,0.153,-2.945,1.117,1.953
"Tea - flavoured (e.g. mint), bags","CP0123002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.402,-0.251,2.77,1.379,-3.891,4.267,0.941,-3.787,3.875,-3.083,4.055,-2.702,-1.248,4.323,1.87,-0.798,1.933
"Tea - unflavoured, bags","CP0123001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.037,-1.646,0.682,0.656,0.364,4.198,-1.62,2.425,-3.579,4.638,-2.343,-0.746,1.876,0.303,-1.761,2.746,-1.116
"Tobacco - loose","CP0230901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.143,0.638,-0.183,0.729,0.138,0.06,-0.153,0.18,-0.12,-0.314,3.215,0.792,2.145,-0.009,0.238,0.118,-0.359
"Condiments - tomato ketchup","CP0119302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.62,4.398,-2.24,2.825,-1.005,1.665,-1.711,0.429,2.423,-4.163,4.645,-5.733,5.254,-3.627,3.51,-1.676,1.461
